filename,bag,source_frame_index,relative_time_seconds,bag_timestamp_ns,width,height
rosbag2_2026_07_23-14_55_06__s0001__f000004__t000269ms.jpg,rosbag2_2026_07_23-14_55_06,4,0.269,1784786106349226646,210,311
rosbag2_2026_07_23-14_55_06__s0002__f000007__t000469ms.jpg,rosbag2_2026_07_23-14_55_06,7,0.469,1784786106549543834,210,311
rosbag2_2026_07_23-14_55_06__s0003__f000011__t000735ms.jpg,rosbag2_2026_07_23-14_55_06,11,0.735,1784786106815580490,210,311
rosbag2_2026_07_23-14_55_06__s0004__f000015__t001001ms.jpg,rosbag2_2026_07_23-14_55_06,15,1.001,1784786107081106483,210,311
rosbag2_2026_07_23-14_55_06__s0005__f000019__t001269ms.jpg,rosbag2_2026_07_23-14_55_06,19,1.269,1784786107349181243,210,311
rosbag2_2026_07_23-14_55_06__s0006__f000022__t001469ms.jpg,rosbag2_2026_07_23-14_55_06,22,1.469,1784786107549144638,210,311
rosbag2_2026_07_23-14_55_06__s0007__f000026__t001735ms.jpg,rosbag2_2026_07_23-14_55_06,26,1.735,1784786107815515670,210,311
rosbag2_2026_07_23-14_55_06__s0008__f000030__t002001ms.jpg,rosbag2_2026_07_23-14_55_06,30,2.001,1784786108081076579,210,311
rosbag2_2026_07_23-14_55_06__s0009__f000034__t002269ms.jpg,rosbag2_2026_07_23-14_55_06,34,2.269,1784786108348758074,210,311
rosbag2_2026_07_23-14_55_06__s0010__f000040__t002501ms.jpg,rosbag2_2026_07_23-14_55_06,40,2.501,1784786108581119044,210,311
rosbag2_2026_07_23-14_55_06__s0011__f000045__t002736ms.jpg,rosbag2_2026_07_23-14_55_06,45,2.736,1784786108816055143,210,311
rosbag2_2026_07_23-14_55_06__s0012__f000049__t002969ms.jpg,rosbag2_2026_07_23-14_55_06,49,2.969,1784786109049043637,210,311
rosbag2_2026_07_23-14_55_06__s0013__f000053__t003234ms.jpg,rosbag2_2026_07_23-14_55_06,53,3.234,1784786109314300315,210,311
rosbag2_2026_07_23-14_55_06__s0014__f000057__t003500ms.jpg,rosbag2_2026_07_23-14_55_06,57,3.500,1784786109580177614,210,311
rosbag2_2026_07_23-14_55_06__s0015__f000061__t003767ms.jpg,rosbag2_2026_07_23-14_55_06,61,3.767,1784786109846780325,210,311
rosbag2_2026_07_23-14_55_06__s0016__f000064__t003969ms.jpg,rosbag2_2026_07_23-14_55_06,64,3.969,1784786110049153228,210,311
rosbag2_2026_07_23-14_55_06__s0017__f000068__t004237ms.jpg,rosbag2_2026_07_23-14_55_06,68,4.237,1784786110316952447,210,311
rosbag2_2026_07_23-14_55_06__s0018__f000072__t004501ms.jpg,rosbag2_2026_07_23-14_55_06,72,4.501,1784786110581108014,210,311
rosbag2_2026_07_23-14_55_06__s0019__f000076__t004768ms.jpg,rosbag2_2026_07_23-14_55_06,76,4.768,1784786110847934717,210,311
rosbag2_2026_07_23-14_55_06__s0020__f000079__t004969ms.jpg,rosbag2_2026_07_23-14_55_06,79,4.969,1784786111049084138,210,311
rosbag2_2026_07_23-14_55_06__s0021__f000083__t005237ms.jpg,rosbag2_2026_07_23-14_55_06,83,5.237,1784786111317683204,210,311
rosbag2_2026_07_23-14_55_06__s0022__f000088__t005502ms.jpg,rosbag2_2026_07_23-14_55_06,88,5.502,1784786111582583219,210,311
rosbag2_2026_07_23-14_55_06__s0023__f000095__t005736ms.jpg,rosbag2_2026_07_23-14_55_06,95,5.736,1784786111816398587,210,311
rosbag2_2026_07_23-14_55_06__s0024__f000101__t005969ms.jpg,rosbag2_2026_07_23-14_55_06,101,5.969,1784786112049139024,210,311
rosbag2_2026_07_23-14_55_06__s0025__f000105__t006268ms.jpg,rosbag2_2026_07_23-14_55_06,105,6.268,1784786112348520291,210,311
rosbag2_2026_07_23-14_55_06__s0026__f000108__t006469ms.jpg,rosbag2_2026_07_23-14_55_06,108,6.469,1784786112549098639,210,311
rosbag2_2026_07_23-14_55_06__s0027__f000112__t006736ms.jpg,rosbag2_2026_07_23-14_55_06,112,6.736,1784786112816168369,210,311
rosbag2_2026_07_23-14_55_06__s0028__f000116__t007001ms.jpg,rosbag2_2026_07_23-14_55_06,116,7.001,1784786113080957738,210,311
rosbag2_2026_07_23-14_55_06__s0029__f000120__t007268ms.jpg,rosbag2_2026_07_23-14_55_06,120,7.268,1784786113348665040,210,311
rosbag2_2026_07_23-14_55_06__s0030__f000124__t007529ms.jpg,rosbag2_2026_07_23-14_55_06,124,7.529,1784786113608761864,210,311
rosbag2_2026_07_23-14_55_06__s0031__f000127__t007735ms.jpg,rosbag2_2026_07_23-14_55_06,127,7.735,1784786113814972802,210,311
rosbag2_2026_07_23-14_55_06__s0032__f000131__t008001ms.jpg,rosbag2_2026_07_23-14_55_06,131,8.001,1784786114081161597,210,311
rosbag2_2026_07_23-14_55_06__s0033__f000135__t008268ms.jpg,rosbag2_2026_07_23-14_55_06,135,8.268,1784786114348745502,210,311
rosbag2_2026_07_23-14_55_06__s0034__f000138__t008468ms.jpg,rosbag2_2026_07_23-14_55_06,138,8.468,1784786114548732084,210,311
rosbag2_2026_07_23-14_55_06__s0035__f000142__t008735ms.jpg,rosbag2_2026_07_23-14_55_06,142,8.735,1784786114815237737,210,311
rosbag2_2026_07_23-14_55_06__s0036__f000147__t009001ms.jpg,rosbag2_2026_07_23-14_55_06,147,9.001,1784786115081104143,210,311
rosbag2_2026_07_23-14_55_06__s0037__f000153__t009238ms.jpg,rosbag2_2026_07_23-14_55_06,153,9.238,1784786115317808937,210,311
rosbag2_2026_07_23-14_55_06__s0038__f000156__t009468ms.jpg,rosbag2_2026_07_23-14_55_06,156,9.468,1784786115548603820,210,311
rosbag2_2026_07_23-14_55_06__s0039__f000160__t009735ms.jpg,rosbag2_2026_07_23-14_55_06,160,9.735,1784786115815444227,210,311
rosbag2_2026_07_23-14_55_06__s0040__f000164__t010001ms.jpg,rosbag2_2026_07_23-14_55_06,164,10.001,1784786116081743190,210,311
rosbag2_2026_07_23-14_55_06__s0041__f000168__t010269ms.jpg,rosbag2_2026_07_23-14_55_06,168,10.269,1784786116349251093,210,311
rosbag2_2026_07_23-14_55_06__s0042__f000171__t010469ms.jpg,rosbag2_2026_07_23-14_55_06,171,10.469,1784786116548942357,210,311
rosbag2_2026_07_23-14_55_06__s0043__f000175__t010734ms.jpg,rosbag2_2026_07_23-14_55_06,175,10.734,1784786116814588936,210,311
rosbag2_2026_07_23-14_55_06__s0044__f000179__t011001ms.jpg,rosbag2_2026_07_23-14_55_06,179,11.001,1784786117081101306,210,311
rosbag2_2026_07_23-14_55_06__s0045__f000183__t011269ms.jpg,rosbag2_2026_07_23-14_55_06,183,11.269,1784786117349122176,210,311
rosbag2_2026_07_23-14_55_06__s0046__f000186__t011469ms.jpg,rosbag2_2026_07_23-14_55_06,186,11.469,1784786117548862578,210,311
rosbag2_2026_07_23-14_55_06__s0047__f000190__t011735ms.jpg,rosbag2_2026_07_23-14_55_06,190,11.735,1784786117815227486,210,311
rosbag2_2026_07_23-14_55_06__s0048__f000194__t012001ms.jpg,rosbag2_2026_07_23-14_55_06,194,12.001,1784786118081756194,210,311
rosbag2_2026_07_23-14_55_06__s0049__f000198__t012269ms.jpg,rosbag2_2026_07_23-14_55_06,198,12.269,1784786118349233580,210,311
rosbag2_2026_07_23-14_55_06__s0050__f000204__t012501ms.jpg,rosbag2_2026_07_23-14_55_06,204,12.501,1784786118581180513,210,311
rosbag2_2026_07_23-14_55_06__s0051__f000209__t012736ms.jpg,rosbag2_2026_07_23-14_55_06,209,12.736,1784786118815939428,210,311
rosbag2_2026_07_23-14_55_06__s0052__f000213__t013001ms.jpg,rosbag2_2026_07_23-14_55_06,213,13.001,1784786119081159706,210,311
rosbag2_2026_07_23-14_55_06__s0053__f000217__t013269ms.jpg,rosbag2_2026_07_23-14_55_06,217,13.269,1784786119349236373,210,311
rosbag2_2026_07_23-14_55_06__s0054__f000220__t013466ms.jpg,rosbag2_2026_07_23-14_55_06,220,13.466,1784786119545994322,210,311
rosbag2_2026_07_23-14_55_06__s0055__f000224__t013736ms.jpg,rosbag2_2026_07_23-14_55_06,224,13.736,1784786119816018433,210,311
rosbag2_2026_07_23-14_55_06__s0056__f000228__t013998ms.jpg,rosbag2_2026_07_23-14_55_06,228,13.998,1784786120078380851,210,311
rosbag2_2026_07_23-14_55_06__s0057__f000232__t014267ms.jpg,rosbag2_2026_07_23-14_55_06,232,14.267,1784786120347602157,210,311
rosbag2_2026_07_23-14_55_06__s0058__f000235__t014469ms.jpg,rosbag2_2026_07_23-14_55_06,235,14.469,1784786120548987983,210,311
rosbag2_2026_07_23-14_55_06__s0059__f000239__t014737ms.jpg,rosbag2_2026_07_23-14_55_06,239,14.737,1784786120817262286,210,311
rosbag2_2026_07_23-14_55_06__s0060__f000243__t015001ms.jpg,rosbag2_2026_07_23-14_55_06,243,15.001,1784786121081214928,210,311
rosbag2_2026_07_23-14_55_06__s0061__f000247__t015268ms.jpg,rosbag2_2026_07_23-14_55_06,247,15.268,1784786121348352288,210,311
rosbag2_2026_07_23-14_55_06__s0062__f000250__t015469ms.jpg,rosbag2_2026_07_23-14_55_06,250,15.469,1784786121548844124,210,311
rosbag2_2026_07_23-14_55_06__s0063__f000256__t015735ms.jpg,rosbag2_2026_07_23-14_55_06,256,15.735,1784786121814913981,210,311
rosbag2_2026_07_23-14_55_06__s0064__f000262__t016001ms.jpg,rosbag2_2026_07_23-14_55_06,262,16.001,1784786122081036700,210,311
rosbag2_2026_07_23-14_55_06__s0065__f000266__t016237ms.jpg,rosbag2_2026_07_23-14_55_06,266,16.237,1784786122317503134,210,311
rosbag2_2026_07_23-14_55_06__s0066__f000270__t016501ms.jpg,rosbag2_2026_07_23-14_55_06,270,16.501,1784786122581057343,210,311
rosbag2_2026_07_23-14_55_06__s0067__f000274__t016769ms.jpg,rosbag2_2026_07_23-14_55_06,274,16.769,1784786122849244967,210,311
rosbag2_2026_07_23-14_55_06__s0068__f000277__t016969ms.jpg,rosbag2_2026_07_23-14_55_06,277,16.969,1784786123049107750,210,311
rosbag2_2026_07_23-14_55_06__s0069__f000281__t017236ms.jpg,rosbag2_2026_07_23-14_55_06,281,17.236,1784786123316012863,210,311
rosbag2_2026_07_23-14_55_06__s0070__f000285__t017501ms.jpg,rosbag2_2026_07_23-14_55_06,285,17.501,1784786123581558050,210,311
rosbag2_2026_07_23-14_55_06__s0071__f000289__t017769ms.jpg,rosbag2_2026_07_23-14_55_06,289,17.769,1784786123849121071,210,311
rosbag2_2026_07_23-14_55_06__s0072__f000292__t017969ms.jpg,rosbag2_2026_07_23-14_55_06,292,17.969,1784786124049161976,210,311
rosbag2_2026_07_23-14_55_06__s0073__f000296__t018237ms.jpg,rosbag2_2026_07_23-14_55_06,296,18.237,1784786124317723842,210,311
rosbag2_2026_07_23-14_55_06__s0074__f000300__t018501ms.jpg,rosbag2_2026_07_23-14_55_06,300,18.501,1784786124581020481,210,311
rosbag2_2026_07_23-14_55_06__s0075__f000304__t018768ms.jpg,rosbag2_2026_07_23-14_55_06,304,18.768,1784786124848688656,210,311
rosbag2_2026_07_23-14_55_06__s0076__f000308__t019000ms.jpg,rosbag2_2026_07_23-14_55_06,308,19.000,1784786125080719910,210,311
rosbag2_2026_07_23-14_55_06__s0077__f000314__t019237ms.jpg,rosbag2_2026_07_23-14_55_06,314,19.237,1784786125316878163,210,311
rosbag2_2026_07_23-14_55_06__s0078__f000317__t019500ms.jpg,rosbag2_2026_07_23-14_55_06,317,19.500,1784786125580231735,210,311
rosbag2_2026_07_23-14_55_06__s0079__f000321__t019769ms.jpg,rosbag2_2026_07_23-14_55_06,321,19.769,1784786125848806737,210,311
rosbag2_2026_07_23-14_55_06__s0080__f000325__t020033ms.jpg,rosbag2_2026_07_23-14_55_06,325,20.033,1784786126112926495,210,311
rosbag2_2026_07_23-14_55_06__s0081__f000328__t020233ms.jpg,rosbag2_2026_07_23-14_55_06,328,20.233,1784786126313186079,210,311
rosbag2_2026_07_23-14_55_06__s0082__f000332__t020498ms.jpg,rosbag2_2026_07_23-14_55_06,332,20.498,1784786126577815762,210,311
rosbag2_2026_07_23-14_55_06__s0083__f000336__t020769ms.jpg,rosbag2_2026_07_23-14_55_06,336,20.769,1784786126848831615,210,311
rosbag2_2026_07_23-14_55_06__s0084__f000340__t021030ms.jpg,rosbag2_2026_07_23-14_55_06,340,21.030,1784786127110099902,210,311
rosbag2_2026_07_23-14_55_06__s0085__f000343__t021233ms.jpg,rosbag2_2026_07_23-14_55_06,343,21.233,1784786127312813839,210,311
rosbag2_2026_07_23-14_55_06__s0086__f000347__t021500ms.jpg,rosbag2_2026_07_23-14_55_06,347,21.500,1784786127580344241,210,311
rosbag2_2026_07_23-14_55_06__s0087__f000351__t021769ms.jpg,rosbag2_2026_07_23-14_55_06,351,21.769,1784786127848867253,210,311
rosbag2_2026_07_23-14_55_06__s0088__f000354__t021969ms.jpg,rosbag2_2026_07_23-14_55_06,354,21.969,1784786128048826063,210,311
rosbag2_2026_07_23-14_55_06__s0089__f000359__t022232ms.jpg,rosbag2_2026_07_23-14_55_06,359,22.232,1784786128312690416,210,311
rosbag2_2026_07_23-14_55_06__s0090__f000366__t022469ms.jpg,rosbag2_2026_07_23-14_55_06,366,22.469,1784786128548984705,210,311
rosbag2_2026_07_23-14_55_06__s0091__f000371__t022733ms.jpg,rosbag2_2026_07_23-14_55_06,371,22.733,1784786128812937336,210,311
rosbag2_2026_07_23-14_55_06__s0092__f000375__t023000ms.jpg,rosbag2_2026_07_23-14_55_06,375,23.000,1784786129080311673,210,311
rosbag2_2026_07_23-14_55_06__s0093__f000379__t023265ms.jpg,rosbag2_2026_07_23-14_55_06,379,23.265,1784786129345378614,210,311
rosbag2_2026_07_23-14_55_06__s0094__f000382__t023469ms.jpg,rosbag2_2026_07_23-14_55_06,382,23.469,1784786129548867563,210,311
rosbag2_2026_07_23-14_55_06__s0095__f000386__t023732ms.jpg,rosbag2_2026_07_23-14_55_06,386,23.732,1784786129812169503,210,311
rosbag2_2026_07_23-14_55_06__s0096__f000390__t024001ms.jpg,rosbag2_2026_07_23-14_55_06,390,24.001,1784786130080950241,210,311
rosbag2_2026_07_23-14_55_06__s0097__f000394__t024269ms.jpg,rosbag2_2026_07_23-14_55_06,394,24.269,1784786130349099845,210,311
rosbag2_2026_07_23-14_55_06__s0098__f000397__t024468ms.jpg,rosbag2_2026_07_23-14_55_06,397,24.468,1784786130548385063,210,311
rosbag2_2026_07_23-14_55_06__s0099__f000401__t024733ms.jpg,rosbag2_2026_07_23-14_55_06,401,24.733,1784786130813387548,210,311
rosbag2_2026_07_23-14_55_06__s0100__f000405__t025000ms.jpg,rosbag2_2026_07_23-14_55_06,405,25.000,1784786131080559358,210,311
rosbag2_2026_07_23-14_55_06__s0101__f000409__t025269ms.jpg,rosbag2_2026_07_23-14_55_06,409,25.269,1784786131348768901,210,311
rosbag2_2026_07_23-14_55_06__s0102__f000413__t025501ms.jpg,rosbag2_2026_07_23-14_55_06,413,25.501,1784786131581079849,210,311
rosbag2_2026_07_23-14_55_06__s0103__f000420__t025733ms.jpg,rosbag2_2026_07_23-14_55_06,420,25.733,1784786131813067284,210,311
rosbag2_2026_07_23-14_55_06__s0104__f000425__t026001ms.jpg,rosbag2_2026_07_23-14_55_06,425,26.001,1784786132080968722,210,311
rosbag2_2026_07_23-14_55_06__s0105__f000428__t026233ms.jpg,rosbag2_2026_07_23-14_55_06,428,26.233,1784786132313102076,210,311
rosbag2_2026_07_23-14_55_06__s0106__f000432__t026501ms.jpg,rosbag2_2026_07_23-14_55_06,432,26.501,1784786132581098721,210,311
rosbag2_2026_07_23-14_55_06__s0107__f000436__t026769ms.jpg,rosbag2_2026_07_23-14_55_06,436,26.769,1784786132849041496,210,311
rosbag2_2026_07_23-14_55_06__s0108__f000439__t026969ms.jpg,rosbag2_2026_07_23-14_55_06,439,26.969,1784786133049083625,210,311
rosbag2_2026_07_23-14_55_06__s0109__f000443__t027233ms.jpg,rosbag2_2026_07_23-14_55_06,443,27.233,1784786133313168009,210,311
rosbag2_2026_07_23-14_55_06__s0110__f000447__t027500ms.jpg,rosbag2_2026_07_23-14_55_06,447,27.500,1784786133580573286,210,311
rosbag2_2026_07_23-14_55_06__s0111__f000451__t027769ms.jpg,rosbag2_2026_07_23-14_55_06,451,27.769,1784786133848980331,210,311
rosbag2_2026_07_23-14_55_06__s0112__f000454__t027969ms.jpg,rosbag2_2026_07_23-14_55_06,454,27.969,1784786134049022894,210,311
rosbag2_2026_07_23-14_55_06__s0113__f000458__t028231ms.jpg,rosbag2_2026_07_23-14_55_06,458,28.231,1784786134311650212,210,311
rosbag2_2026_07_23-14_55_06__s0114__f000462__t028501ms.jpg,rosbag2_2026_07_23-14_55_06,462,28.501,1784786134581126710,210,311
rosbag2_2026_07_23-14_55_06__s0115__f000466__t028769ms.jpg,rosbag2_2026_07_23-14_55_06,466,28.769,1784786134849089547,210,311
rosbag2_2026_07_23-14_55_06__s0116__f000473__t029001ms.jpg,rosbag2_2026_07_23-14_55_06,473,29.001,1784786135081009647,210,311
rosbag2_2026_07_23-14_55_06__s0117__f000478__t029233ms.jpg,rosbag2_2026_07_23-14_55_06,478,29.233,1784786135313028020,210,311
rosbag2_2026_07_23-14_55_06__s0118__f000483__t029500ms.jpg,rosbag2_2026_07_23-14_55_06,483,29.500,1784786135580148790,210,311
rosbag2_2026_07_23-14_55_06__s0119__f000487__t029769ms.jpg,rosbag2_2026_07_23-14_55_06,487,29.769,1784786135849167187,210,311
rosbag2_2026_07_23-14_55_06__s0120__f000490__t029969ms.jpg,rosbag2_2026_07_23-14_55_06,490,29.969,1784786136049078029,210,311
rosbag2_2026_07_23-14_55_06__s0121__f000494__t030231ms.jpg,rosbag2_2026_07_23-14_55_06,494,30.231,1784786136310981164,210,311
rosbag2_2026_07_23-14_55_06__s0122__f000498__t030501ms.jpg,rosbag2_2026_07_23-14_55_06,498,30.501,1784786136581164749,210,311
rosbag2_2026_07_23-14_55_06__s0123__f000502__t030768ms.jpg,rosbag2_2026_07_23-14_55_06,502,30.768,1784786136848700711,210,311
rosbag2_2026_07_23-14_55_06__s0124__f000505__t030969ms.jpg,rosbag2_2026_07_23-14_55_06,505,30.969,1784786137049236666,210,311
rosbag2_2026_07_23-14_55_06__s0125__f000509__t031233ms.jpg,rosbag2_2026_07_23-14_55_06,509,31.233,1784786137313281407,210,311
rosbag2_2026_07_23-14_55_06__s0126__f000513__t031501ms.jpg,rosbag2_2026_07_23-14_55_06,513,31.501,1784786137581047101,210,311
rosbag2_2026_07_23-14_55_06__s0127__f000517__t031769ms.jpg,rosbag2_2026_07_23-14_55_06,517,31.769,1784786137849265463,210,311
rosbag2_2026_07_23-14_55_06__s0128__f000520__t031969ms.jpg,rosbag2_2026_07_23-14_55_06,520,31.969,1784786138049235917,210,311
rosbag2_2026_07_23-14_55_06__s0129__f000525__t032233ms.jpg,rosbag2_2026_07_23-14_55_06,525,32.233,1784786138313206055,210,311
rosbag2_2026_07_23-14_55_06__s0130__f000531__t032469ms.jpg,rosbag2_2026_07_23-14_55_06,531,32.469,1784786138549072452,210,311
rosbag2_2026_07_23-14_55_06__s0131__f000536__t032733ms.jpg,rosbag2_2026_07_23-14_55_06,536,32.733,1784786138812796712,210,311
rosbag2_2026_07_23-14_55_06__s0132__f000540__t033001ms.jpg,rosbag2_2026_07_23-14_55_06,540,33.001,1784786139081544915,210,311
rosbag2_2026_07_23-14_55_06__s0133__f000544__t033269ms.jpg,rosbag2_2026_07_23-14_55_06,544,33.269,1784786139349189050,210,311
rosbag2_2026_07_23-14_55_06__s0134__f000548__t033533ms.jpg,rosbag2_2026_07_23-14_55_06,548,33.533,1784786139612842426,210,311
rosbag2_2026_07_23-14_55_06__s0135__f000551__t033731ms.jpg,rosbag2_2026_07_23-14_55_06,551,33.731,1784786139811526024,210,311
rosbag2_2026_07_23-14_55_06__s0136__f000555__t034001ms.jpg,rosbag2_2026_07_23-14_55_06,555,34.001,1784786140081072968,210,311
rosbag2_2026_07_23-14_55_06__s0137__f000559__t034269ms.jpg,rosbag2_2026_07_23-14_55_06,559,34.269,1784786140348772589,210,311
rosbag2_2026_07_23-14_55_06__s0138__f000562__t034469ms.jpg,rosbag2_2026_07_23-14_55_06,562,34.469,1784786140549162223,210,311
rosbag2_2026_07_23-14_55_06__s0139__f000566__t034733ms.jpg,rosbag2_2026_07_23-14_55_06,566,34.733,1784786140812877149,210,311
rosbag2_2026_07_23-14_55_06__s0140__f000570__t035000ms.jpg,rosbag2_2026_07_23-14_55_06,570,35.000,1784786141079970228,210,311
rosbag2_2026_07_23-14_55_06__s0141__f000574__t035269ms.jpg,rosbag2_2026_07_23-14_55_06,574,35.269,1784786141349113681,210,311
rosbag2_2026_07_23-14_55_06__s0142__f000578__t035501ms.jpg,rosbag2_2026_07_23-14_55_06,578,35.501,1784786141581015208,210,311
rosbag2_2026_07_23-14_55_06__s0143__f000584__t035732ms.jpg,rosbag2_2026_07_23-14_55_06,584,35.732,1784786141812288629,210,311
rosbag2_2026_07_23-14_55_06__s0144__f000589__t035969ms.jpg,rosbag2_2026_07_23-14_55_06,589,35.969,1784786142048857733,210,311
rosbag2_2026_07_23-14_55_06__s0145__f000593__t036231ms.jpg,rosbag2_2026_07_23-14_55_06,593,36.231,1784786142311621831,210,311
rosbag2_2026_07_23-14_55_06__s0146__f000597__t036500ms.jpg,rosbag2_2026_07_23-14_55_06,597,36.500,1784786142579846325,210,311
rosbag2_2026_07_23-14_55_06__s0147__f000601__t036769ms.jpg,rosbag2_2026_07_23-14_55_06,601,36.769,1784786142849673730,210,311
rosbag2_2026_07_23-14_55_06__s0148__f000604__t036969ms.jpg,rosbag2_2026_07_23-14_55_06,604,36.969,1784786143048814805,210,311
rosbag2_2026_07_23-14_55_06__s0149__f000608__t037237ms.jpg,rosbag2_2026_07_23-14_55_06,608,37.237,1784786143316774835,210,311
rosbag2_2026_07_23-14_55_06__s0150__f000612__t037502ms.jpg,rosbag2_2026_07_23-14_55_06,612,37.502,1784786143581802466,210,311
rosbag2_2026_07_23-14_55_06__s0151__f000616__t037768ms.jpg,rosbag2_2026_07_23-14_55_06,616,37.768,1784786143848738561,210,311
rosbag2_2026_07_23-14_55_06__s0152__f000619__t037968ms.jpg,rosbag2_2026_07_23-14_55_06,619,37.968,1784786144048715049,210,311
rosbag2_2026_07_23-14_55_06__s0153__f000623__t038231ms.jpg,rosbag2_2026_07_23-14_55_06,623,38.231,1784786144311707293,210,311
rosbag2_2026_07_23-14_55_06__s0154__f000627__t038501ms.jpg,rosbag2_2026_07_23-14_55_06,627,38.501,1784786144580980063,210,311
rosbag2_2026_07_23-14_55_06__s0155__f000632__t038733ms.jpg,rosbag2_2026_07_23-14_55_06,632,38.733,1784786144812804416,210,311
rosbag2_2026_07_23-14_55_06__s0156__f000638__t038969ms.jpg,rosbag2_2026_07_23-14_55_06,638,38.969,1784786145048977827,210,311
rosbag2_2026_07_23-14_55_06__s0157__f000642__t039236ms.jpg,rosbag2_2026_07_23-14_55_06,642,39.236,1784786145316363629,210,311
rosbag2_2026_07_23-14_55_06__s0158__f000646__t039500ms.jpg,rosbag2_2026_07_23-14_55_06,646,39.500,1784786145579852942,210,311
rosbag2_2026_07_23-14_55_06__s0159__f000650__t039769ms.jpg,rosbag2_2026_07_23-14_55_06,650,39.769,1784786145848804785,210,311
rosbag2_2026_07_23-14_55_06__s0160__f000653__t039965ms.jpg,rosbag2_2026_07_23-14_55_06,653,39.965,1784786146045343983,210,311
rosbag2_2026_07_23-14_55_06__s0161__f000657__t040235ms.jpg,rosbag2_2026_07_23-14_55_06,657,40.235,1784786146315029814,210,311
rosbag2_2026_07_23-14_55_06__s0162__f000661__t040499ms.jpg,rosbag2_2026_07_23-14_55_06,661,40.499,1784786146579063011,210,311
rosbag2_2026_07_23-14_55_06__s0163__f000665__t040769ms.jpg,rosbag2_2026_07_23-14_55_06,665,40.769,1784786146848852517,210,311
rosbag2_2026_07_23-14_55_06__s0164__f000668__t040968ms.jpg,rosbag2_2026_07_23-14_55_06,668,40.968,1784786147048242043,210,311
rosbag2_2026_07_23-14_55_06__s0165__f000672__t041232ms.jpg,rosbag2_2026_07_23-14_55_06,672,41.232,1784786147311962570,210,311
rosbag2_2026_07_23-14_55_06__s0166__f000676__t041501ms.jpg,rosbag2_2026_07_23-14_55_06,676,41.501,1784786147580813680,210,311
rosbag2_2026_07_23-14_55_06__s0167__f000680__t041770ms.jpg,rosbag2_2026_07_23-14_55_06,680,41.770,1784786147850165472,210,311
rosbag2_2026_07_23-14_55_06__s0168__f000684__t042000ms.jpg,rosbag2_2026_07_23-14_55_06,684,42.000,1784786148080654815,210,311
rosbag2_2026_07_23-14_55_06__s0169__f000691__t042232ms.jpg,rosbag2_2026_07_23-14_55_06,691,42.232,1784786148312719879,210,311
rosbag2_2026_07_23-14_55_06__s0170__f000696__t042469ms.jpg,rosbag2_2026_07_23-14_55_06,696,42.469,1784786148549216693,210,311
rosbag2_2026_07_23-14_55_06__s0171__f000701__t042732ms.jpg,rosbag2_2026_07_23-14_55_06,701,42.732,1784786148812338568,210,311
rosbag2_2026_07_23-14_55_06__s0172__f000705__t043001ms.jpg,rosbag2_2026_07_23-14_55_06,705,43.001,1784786149081091904,210,311
rosbag2_2026_07_23-14_55_06__s0173__f000709__t043269ms.jpg,rosbag2_2026_07_23-14_55_06,709,43.269,1784786149349087223,210,311
rosbag2_2026_07_23-14_55_06__s0174__f000712__t043469ms.jpg,rosbag2_2026_07_23-14_55_06,712,43.469,1784786149549311730,210,311
rosbag2_2026_07_23-14_55_06__s0175__f000716__t043732ms.jpg,rosbag2_2026_07_23-14_55_06,716,43.732,1784786149812496570,210,311
rosbag2_2026_07_23-14_55_06__s0176__f000720__t044001ms.jpg,rosbag2_2026_07_23-14_55_06,720,44.001,1784786150081014441,210,311
rosbag2_2026_07_23-14_55_06__s0177__f000724__t044268ms.jpg,rosbag2_2026_07_23-14_55_06,724,44.268,1784786150348044629,210,311
rosbag2_2026_07_23-14_55_06__s0178__f000727__t044469ms.jpg,rosbag2_2026_07_23-14_55_06,727,44.469,1784786150549098992,210,311
rosbag2_2026_07_23-14_55_06__s0179__f000731__t044732ms.jpg,rosbag2_2026_07_23-14_55_06,731,44.732,1784786150812035378,210,311
rosbag2_2026_07_23-14_55_06__s0180__f000735__t045001ms.jpg,rosbag2_2026_07_23-14_55_06,735,45.001,1784786151081503727,210,311
rosbag2_2026_07_23-14_55_06__s0181__f000739__t045269ms.jpg,rosbag2_2026_07_23-14_55_06,739,45.269,1784786151349449568,210,311
rosbag2_2026_07_23-14_55_06__s0182__f000746__t045500ms.jpg,rosbag2_2026_07_23-14_55_06,746,45.500,1784786151580540543,210,311
rosbag2_2026_07_23-14_55_06__s0183__f000751__t045732ms.jpg,rosbag2_2026_07_23-14_55_06,751,45.732,1784786151812044939,210,311
rosbag2_2026_07_23-14_55_06__s0184__f000756__t046001ms.jpg,rosbag2_2026_07_23-14_55_06,756,46.001,1784786152081261772,210,311
rosbag2_2026_07_23-14_55_06__s0185__f000760__t046269ms.jpg,rosbag2_2026_07_23-14_55_06,760,46.269,1784786152349022031,210,311
rosbag2_2026_07_23-14_55_06__s0186__f000763__t046469ms.jpg,rosbag2_2026_07_23-14_55_06,763,46.469,1784786152549101128,210,311
rosbag2_2026_07_23-14_55_06__s0187__f000767__t046732ms.jpg,rosbag2_2026_07_23-14_55_06,767,46.732,1784786152812259173,210,311
rosbag2_2026_07_23-14_55_06__s0188__f000771__t047001ms.jpg,rosbag2_2026_07_23-14_55_06,771,47.001,1784786153081039812,210,311
